video_id,title,views,likes,upload_date,transcript_available,transcript
5C6BnCIC4og,How much scrolling is TOO much?,2137011,69162,17-01-2026,TRUE,"How many days of scrolling until your brain is literally cooked? Day one, your brain is swimming in dopamine and every scroll feels like a hit of pure energy. Your eyes are wide and locked on the glow. Day two, your eyes start to burn. You're blinking 60% less than normal. Your vision begins to blur as your eye muscles strain [music] to stay focused. Day three, blue light has suppressed your melatonin. You toss and turn, but deep sleep is impossible. Your brain feels wired but exhausted. Day four, tech neck kicks in. You're literally mutating into the iPad kid final form. This is why Gen Alpha won't be able to stand up straight by age 20. Day five, the brain fog sets in. Your attention span is now shorter than a goldfish's. Your brain is filled with digital static and you're reading the same meme for the 10th time. Day six, you hear notification sounds in a silent room. Your brain overlays like buttons on your mom. Reality is breaking, pixelating like a corrupted video file. Day seven, your consciousness is fried. You're no longer a person, just a biological server for the algorithm."
ZjV7Nrv2e8Y,How Long Can You Drive?,16231033,512555,16-01-2026,TRUE,"How many hours can you drive before your body gives up? 1 hour. You're feeling fresh. Your grip is firm and your favorite playlist is blasting. Your brain is sharp and your reaction time is at its peak. 8 hours. Your lower back starts to ache. The coffee is losing its magic and your eyes feel like sandpaper. You suddenly realize you don't remember the last 10 miles. 17 hours. This is the danger zone. Your brain is now as sluggish as if you were legally drunk. Your reaction time is cut in half, making every split-second decision a matter of life or death. 24 hours, micro sleeps kick in. Your brain shuts off for 3 to 5 seconds without you even knowing. You're driving a 4,000lb bullet on pure autopilot. 40 hours. Welcome to the hallucination zone. You see shadow people in your back seats and phantom animals darting across the lane. Your heart is pounding erratically. 72 hours. Total system failure. Your heart rate is erratic. Your cognitive functions collapse. and your brain finally forces a hard reboot. The world goes dark."
QREt93B9i2k,How any Reese’s is TOO many?,1772071,38314,16-01-2026,TRUE,"How many Reese's would it take to actually end you? One cup. You unwrap your first cup and take a bite. The perfect salty sweet combo hits your brain's reward center. It's pure bliss. For now, 20 cups. The sugar wall hits. Your throat feels thick and coated in heavy peanut oil. You're becoming desperately thirsty, but you don't stop. 50 cups. Your pancreas is screaming for help. Your heart starts racing from all the chemicals in the chocolate. Your body is officially panicking. 100 cups. It's no longer a treat. The thick peanut butter sticks to the roof of your mouth like superglue. Stomach acid burns your throat because your belly is so full. 180 cups. You've completely lost control. You're just shoveling the cups into your face covered in sticky peanut sludge. Your body wants to throw up, but your sugaraddicted brain forces you to keep chewing. 227 cups. You've reached the lethal dose. Your kidneys fail and your heart enters a fatal rhythm. Your blood has turned into a salty peanut flavored sludge."
7gKuuzhbyIo,Send Him 2-3 Years Dagestan And Forget,3833423,194241,14-01-2026,TRUE,"What if you spend three years in Dagistan? 1 month, your lungs are on fire. The mountain air is thin. You've traded burgers for mountain water and sheep cheese. You just got out wrestled by a 12-year-old for the 50th time. 6 months, your ears are starting to bloom into cauliflower. The Dagistani badge of honor. You don't walk anymore. You just hunt for single leg. One year, you grow big, strong beard. Your wrestling bears in the snow. Your grip strength can crush a coconut. Your neck becomes wider than your head. Very strong, brother. You start every sentence with, ""Brother, listen."" 2 years. You've become a human-shaped mountain. Your shins are hard as iron, and your gas tank never hits empty. You can wrestle for 5 hours straight. You start saying, ""Send me location."" to your Uber driver. 3 years, total evolution. You return home as a world-class smasher. You don't just win fights, you dominate souls. Every strike is a signature on a legacy that will never be erased. You are no longer a man. You are a mountain eagle. Brother, be honest. You survive tree years here or you go home after 1"
4F6x48zGAq8,What If You Stopped Eating?,2479538,85713,13-01-2026,TRUE,"What if you simply stopped eating? 6 hours. Your stomach is growling like a trapped beast and you're officially hangry. You can't focus on anything. You only think about your favorite food. 24 hours, your body hits the panic button. [music] Since there's no food, it starts burning your body fat for fuel. A weird side effect. Your breath starts smelling like nail polish remover. 72 hours. The hunger pains actually disappear. But don't be fooled. It's a trap. Your body is now eating your muscles just to keep your brain's lights on. You are literally eating yourself from the inside. One week, your immune system throws in the towel. Now, even a tiny cold could be deadly. Your brain is so foggy that everything you [music] look at starts to look like a giant slice of pizza. 3 weeks, your internal organs start to wither. Your heart actually gets smaller and struggles to pump blood, which is now turning thick like sludge. You look more like a skeleton than a person. 45 days, game over. Total system failure. Your body has nothing left to give. And the engine finally shuts down for good."
dGFX9g6XT6M,How Long Until You FRY?,1571097,48299,12-01-2026,TRUE,"How many hours can you sunbathe before your body fries? 1 hour, you've just laid out your towel and applied your first layer of oil. Your skin glows a healthy golden brown as it soaks up that vitamin D. 3 hours in, your skin turns a bright angry red as your cells send out emergency signals. You're losing water at a dangerous rate. 8 hours, your skin is covered in painful fluid-filled blisters. Your heart pounds erratically against your ribs, desperately trying to pump blood to your overheating organs. 12 hours, your brain begins to flicker like a dying light bulb. As heat stroke sets in, you start hallucinating an oasis in the sand, while your skin becomes as brittle and dry as old parchment. 16 hours in, your internal systems are crashing. Your heart rate is off the charts and your breath burns your lungs from the inside out. You've lost touch with reality, laughing at the sun while your vision fades into a white blur. 20 hours, total systemic failure. Your skin resembles burnt parchment and your organs cease to function."
yy1va5rywj0,How Many Pints is TOO Many?,1472762,36079,10-01-2026,TRUE,"How many pints of Ben & Jerry's will end you? One pint. You pop the lid of your first pint of halfbaked. The first scoop is pure heaven, but a sharp brain freeze stabs your forehead. Five pints. Your mouth is numb and your pancreas is working overtime, pumping out insulin to handle the massive sugar spike. 10 pints. Your heart pounds as it struggles to pump blood overloaded with fat. A frozen weight sits in your gut like a block of ice, and your hands start to shake from the sugar tremors. 20 pints. Your core temperature drops. Your brain diverts all energy to your stomach to warm the frozen mass, causing you to shiver violently as your muscles stiffen. 40 pints. Your vision blurs. Sugar poisoning takes over and your blood becomes thick like syrup, struggling to reach your brain. Your organs start shutting down one by one. 54 pints. You've hit the lethal dose. Your heart gives one last weak flutter. Unable to pump the sludge in your veins. You slip into a final diabetic coma as your brain shuts down in a sea of"
GEoPW-gFZJE,Could You Survive This Room?,2598458,100765,09-01-2026,TRUE,"How long could your mind stay sane in a totally empty room? Day one, it looks easy, right? Just you, a bed, and total silence. Honestly, for the first 24 hours, you would probably just catch up on sleep. 3 days. This is where your brain starts to panic. It is starving for entertainment. Since there's nothing to hear, your mind makes things up. You start hearing ringing noises or screaming, even though the room is dead silent. 5 days now you are hallucinating. Your brain is so bored it projects scary shapes and shadow people onto the walls just so you have something to look at. 7 days your sense of time is completely broken. You can't tell if you have been awake for an hour or a whole week. You are totally lost. 2 weeks extreme paranoia hits you. You start believing the room is out to get you. It actually looks like the walls are shrinking and trying to crush you. One month you reach the human limit. Basically, you forget who you are. You don't remember your own name or what you used to be like. Your body survives, but your mind, it's gone forever."
hg8TMjChiEs,Ice Bath Survival Time ⏱️,1631730,60401,08-01-2026,TRUE,"How long can you survive in an ice bath? 1 minute. The cold shock hits, forcing your lungs to gasp for air while your heart rate spikes instantly. 15 minutes. Your skin turns bright red. Your muscles shake violently as your body desperately tries to create heat to keep you alive. 30 minutes. Your brain pulls all the blood away from your arms and legs to protect your heart. Your limbs become heavy, frozen weights as your body enters extreme survival mode. At 45 minutes, your internal organs begin to fail and your brain starts to shut down. Your vision fades into a dark, [music] blurry tunnel and you feel a strange fake sense of warmth as your nerves finally die. You are now completely paralyzed and unable to leave the bath on your own. 1 hour. Your heart is completely exhausted. It struggles to pump blood that has become as thick as syrup. The rhythm is weak and faint, just moments away from stopping. 2 hours. If you aren't Wimhof, this is your absolute limit. Your core temperature drops so low that your cells begin to crystallize and your brain activity goes silent."
ZZzYqmhHo_c,How Many Bags Of Blue Takis Will End You?,3649028,61680,07-01-2026,TRUE,"How many bags of blue takis will end you? Bag one. Your tongue is instantly coated in blue dye while capsain triggers every heat sensor in your mouth at once. Bag five. Your stomach lining begins to panic as your gastric acid production spikes, creating a literal pool of fire inside your torso. Bag 15. Your blood pressure spikes from the massive sodium, forcing your heart to pump harder against your tightening vessels. Your arteries are now strained to the breaking point under the crushing internal pressure. Bag 30. Extreme sodium levels pull water directly out of your cells, causing your brain to physically shrivel inside your skull. You suffer intense hallucinations as your neural pathways begin to misfire. Bag 60. Your digestive tract undergoes extreme inflammation, making your entire core feel like it is melting. The blue capsin dust effectively turns your stomach into a corrosive pool of liquid fire. Bag 93. You reach the absolute limit of your biology. Your kidneys shut down completely as your blood turns into a toxic blue sludge."
GP6w14ROVbc,What If You NEVER Stopped Running?,3818315,168377,06-01-2026,TRUE,"What if you started running right now and simply never stopped? Minute 30. Your brain floods with dopamine and endorphins. This is the runner's high, tricking you into ignoring the microscopic tears already forming in your legs. Hour, you hit the wall. Your glycogen tanks are completely empty. Your body panics and starts cannibalizing its own fat stores just to keep your muscles firing. Hour 24, a sharp metallic taste fills your mouth. Your toenails turn black and die from the constant trauma. Your feet swell two full sizes, crushing against your shoelaces. Day three, rabdomiolysis sets in. Your muscle fibers are literally dissolving into your bloodstream. Your kidneys clog up with toxic proteins and begin to fail. Day five, structural collapse. Your shin bones are riddled with thousands of stress fractures. Your Achilles tendon, pulled tight for too long, start snaps like a dry twig. Day seven, the absolute limit. Your heart enters a fatal rhythm. It beats too fast to pump blood. You overheat and the machine shuts down."
AViI1wOdSCQ,HOW MANY PEPSI CAN YOU DRINK?,655434,25211,06-01-2026,TRUE,"How many Pepsi can you drink? Can one, the sugar hits instantly. Major dopamine rush, you feel sharp. Can three, your pancreas freaks out. It dumps massive amounts of insulin to clear the glucose, and you crash hard. You feel heavy and sluggish. Can 12. The caffeine kicks in, fighting the crash. You're twitching, but totally exhausted. The gas builds up in your gut and presses against your lungs. Breathing gets shallow and difficult. [music] Can 24. Your electrolytes wash away. Your potassium drops dangerously low. Your muscles seize up in painful knots, twitching wildly without your permission. Your body is fighting a violent urge to purge everything out. Can 30. The caffeine toxicity makes you trip out. You start seeing dark shapes darting around the corner of your eye. Worse, your brain swells up with fluid, crushing itself against the bone. Can 40. Structural failure. Your stomach wall finally bursts, spilling acid and syrup into your gut. You are literally dissolving your own organs."
Jprn9ANrY98,What Happens If You Only Eat Raw Meat?,3744257,151707,04-01-2026,TRUE,"What happens if you only eat raw meat? Day one, the uncooked meat is rubbery and tough, making your jaw cramp in extreme pain as you struggle to chew every bite. Your stomach turns into a super strong acid bath. One week since you have zero sugar for energy. Your body panics [music] and switches to burning fat. You feel weak, dizzy, and your sweat starts smelling like ammonia. One month, your jaw muscles are massive from hours of chewing rubbery muscle. But without vitamin C from fruits, your gums get weak and might start to bleed. This is the first sign of scurvy. 6 month dangerous parasites appear. Worms and larae hatch from the uncooked meat, filling your guts and slowly eating you from the inside out. One year, your kidneys completely fail from filtering [music] too much heavy waste. Your blood becomes thick sludge that blocks your veins and the pressure blows out your heart valves until your system collapses. Cooking didn't just add flavor, it unlocked the energy that built the human brain. Evolution gave us fire for a reason."
naPUc9oNnqk,Do You Possess The Rarest DNA Sequence On Earth?  #3d #animation #facts,5727452,266345,03-01-2026,TRUE,"Do you possess the rarest DNA sequence on Earth? Level one, psychopathy. 1 in 100 people. The brain bypasses emotional circuits, creating a cold, purely logical biological response to danger without [music] increased heart rate. Level two, conjoined twins. One in 175,000. Two skeletons fused directly at the sternum or cranium. Shared organs and a unified circulatory system [music] force two distinct lives to function as one biological machine. Level three, golden blood. 1 in 75 million. Rhn null. Your red blood cells lack all 61 Rh antigens. It is the purest blood type on Earth. Chemically compatible with anyone, but nearly impossible to replace if you bleed. Level four. Werewolf syndrome. One in 1 billion. Hypertriosis. A genetic mutation forces hair follicles into overdrive. Thick fur covers 98% of the skin surface, completely altering thermal regulation and sensory input. The ultimate rare. Polymelia. 1 in 3.5 billion. A developmental anomaly results in extra limbs."
mQYGhw_qPcQ,How Many Cups Of Coffee Does It Take To Stop Your Heart?,338273,11077,02-01-2026,TRUE,"How many cups of coffee does it take to stop your heart? One single espresso acts as a stimulant. It blocks adenosine receptors in the brain. Your neurons fire faster. Blood flow increases slightly. You feel alert and energized. Drink seven espressos and the body reacts to the pressure. Adrenaline floods your veins. Your pupils dilate wide. The heart pumps harder to handle the stimulant. Your hands begin to shake from the excess energy. At 20 espressos, you enter the toxicity zone. Your central nervous system overloads. The heart struggles to maintain a steady rhythm. Anxiety turns into physical panic. Gastric acid builds up, burning the stomach lining. 80 cups is a biological disaster. The pressure causes massive seizures in the brain. Muscle fibers contract uncontrollably. Your body attempts to violently reject the liquid through vomiting. The cardiovascular system is on the verge of collapse. [music] 150 espressos delivers the lethal dose. The caffeine concentration forces cardiac arrest. The heart muscle simply stops beating. Total system shutdown. Are you safe?"
EEu0jN_QFwc,What Happens To Your Body If You Eat Only Fast Food?,542596,22297,31-12-2025,TRUE,"What happens to your body if you eat only fast food? Day one, after eating fast food, you get a huge insulin spike. Basically, a sugar rush where you feel hyper. But right after that, your blood sugar crashes hard, leaving you feeling super tired. Day seven, your face reveals the damage with greasy skin and breakouts. Inside, digestion stalls and sugar-loving bugs take over your gut. Day 30, visceral fat starts wrapping around your internal organs. Your blood turns into a thick sludge of bad cholesterol. The hydraulic resistance in your veins skyrockets, forcing your heart to pump with double the force. Month three, your brain is starving. Insulin resistance blocks energy from entering your neurons. You lose focus. You lose memory. You are now chemically addicted to the artificial flavor. Month six, total metabolic failure. Your liver is fatty and shutting down. Your arteries are stiff pipes, 80% blocked. You are a ticking time bomb waiting for a massive structural collapse. Your system is overloaded. The lights could go out on the very next beat."
DFk3VHruOmo,What Happens If You Take A Cold Shower Every Day?,4301185,270106,30-12-2025,TRUE,"What happens if you take a cold shower every day? Stage one, the shock response. Cold water hits, vessels constrict, and your nervous system switches on instantly. It's uncomfortable, but it wakes you up. Stage two, circulation. Your body pushes blood to vital organs to keep warm. When you get out, blood rushes back, clearing morning brain fog. Stage three, skin barrier. Unlike hot water, cold water doesn't strip natural oils. It protects your skin barrier, reducing dryness and itching. It helps lock in moisture, giving your skin a natural, healthy glow. Stage four, muscle recovery. Athletes love this one. Cold exposure limits inflammation and swelling, helping your muscles recover faster after workouts. This process flushes out metabolic waste, significantly reducing soreness the next day. Stage five, stress adaptation. You are training your body to handle mild stress efficiently, which can improve your overall mood. It's not for everyone, especially if you have heart conditions, but for many, it's a gamecher. Do you take cold showers? Let me know in the comments."
1y4W90dd1aM,WHAT WOULD HAPPEN IF YOU DIDN'T BRUSH YOUR TEETH?,3930669,92712,30-12-2025,TRUE,"What would happen if you didn't brush your teeth? Day one, a transparent layer covers your teeth. It looks like nothing, but it already changes the way the surface reflects light. Day three, the film becomes more visible. Your smile loses its shine, and yellowish tones begin to appear in certain spots. Day seven, the surface no longer looks smooth. The layer becomes thicker and starts to feel like a rough texture to the touch. Day 14, the area around the teeth changes color, showing reddish and dark tones. The smile looks less uniform and much duller. Day 21, the buildup hardens. The line between the tooth and the gum becomes [music] harsh and distinct, and the shape of each tooth begins to visually change. Day 30, the lower part of the tooth [music] looks more exposed. Greenish and brown tones appear, and the teeth lose stability in their position. Summary: A month without brushing doesn't just ruin your appearance."
FAjRWr_PHFY,WHAT HAPPENS IF YOU TAKE REALLY HOT SHOWERS EVERY DAY?,4213728,138131,28-12-2025,TRUE,"What happens if you take really hot showers every day? Stage one, it feels good. At first, super hot water feels relaxing. It opens your pores and makes you feel very clean. Stage two, you lose your natural protection. Your skin has natural oils. These oils act like a shield. They protect you from germs and keep your skin soft. Hot water washes these oils away. Without them, your skin has no barrier. Stage three, dry and itchy skin. After a few weeks, your skin starts to feel tight. It gets dry, red, and itchy. You might even get tiny cracks in your skin, especially on your arms, legs, and back. Stage four, looking older faster. The heat hurts the parts of your skin that keep it smooth and stretchy. This causes wrinkles and makes your skin look tired and dull. Your skin ages faster than normal. Stage five, your skin gets super sensitive. After months of hot showers, your skin reacts to everything. Soaps, perfumes, and cold weather might hurt or sting. This isn't an allergy. It is because your skin's protective wall is broken. Conclusion: Taking a hot bath once in a while is okay, but doing it every day is bad for your health. Use warm water instead."
Du6eQkfue0s,What Happens If You Sleep With Your Pet Over Time?,1622737,53517,27-12-2025,TRUE,"What happens if you sleep with your pet over time? Stage one, the fur invasion. Your bed fills with invisible micro hairs. They float around, stick to your face, and yes, you are literally breathing them in while you sleep. Stage two, the friction from fur and dander starts irritating your skin. You get these little red bumps on your neck. It looks like acne, but it's actually inflammation from the dirt and hair. Stage three, your immune system starts freaking out from the daily exposure. You wake up sneezing with a stuffy nose for literally no reason at all. Stage four, then the invisible germs. Your pet walks on dirty sidewalks, then tracks that bacteria right into your sheets. It messes up your skin's balance, leaving you with the gross germs that make you itch. Stage five. After months of this, your mattress is a giant sponge for drool, dander, dirt, and sweat. It's a mini ecosystem you definitely don't want to breathe in. Bottom line, cuddling is fine, but doing it every night, your skin and sinuses are going to hate you for it."
N7s1N86KD3k,HOW LONG CAN YOU ACTUALLY SURVIVE WITHOUT SLEEPING?,1881244,43778,26-12-2025,TRUE,"How long can you actually survive without sleeping? Day one, your memory gets foggy and you become super moody. Your coordination crashes so hard it's exactly like being legally drunk. Day two, the crash hits. You start experiencing micro sleeps. Your brain forcibly shuts down for 10 seconds while your eyes are still wide open. Day three, you can't even pour a bowl of cereal without messing up. Your heart pounds out of your chest and your blood pressure shoots through the roof. Day four, your immune system completely shuts down. So, even a tiny cold germ can take you out instantly. Tremors take over your nervous system and you can't stop shaking. Day five, paranoia kicks in hard. You feel like you're being watched constantly. Every shadow looks dangerous and you don't feel safe anywhere. Day seven, you start hallucinating for real. You see things that aren't there and hear sounds that don't exist. Your brain is totally losing its grip on reality. Day 11, this is the absolute human limit. You are technically awake, but your brain power is zero."
MVuvaK-PFRE,What Actually Happens When You Drink Too Much Water?,2695268,66157,26-12-2025,TRUE,"What actually happens when you drink too much water? Two bottles. This is peak hydration. Your blood viscosity is perfect. Oxygen shoots to your muscles. You feel energized and your brain is sharp. Four bottles. Half a gallon in 1 hour. Now you hit the saturation point. Your kidneys cannot filter this fast. The water backs up. Your stomach creates a sloshing sound and pressure builds against your belt. Eight bottles. The gallon challenge. This triggers hyponetriia. Your essential sodium washes away. To balance the physics, water rushes inside your cells. They puff up like overfilled balloons. You start vomiting in self-defense. 12 bottles, 1.5 gallons. System failure. The swelling isn't just in your skin, it's in your skull. Your brain expands and crushes against the bone walls. This pressure causes violent seizures and confusion. 16 bottles, 2 gallons. The lethal dose. The intraraanial pressure becomes impossible. It forces your brain stem down into your spinal column. This disconnects your breathing center instantly."
vAW7bAmcHQI,What Would Happen If You Didn'T Wash Your Hair?,5456495,121263,24-12-2025,TRUE,"What would happen if you didn't wash your hair? Day one, the scalp produces its normal oil. The shine increases slightly. Nothing unusual. Day three, the oil layer doubles. Hair sticks together in clumps and a slight odor appears. Day seven, grease weighs down roots, making hair flat, and wet looking. A noticeable smell appears when moving. Day 14. Blocked pores cause irritation, redness, and constant itching. Day 21. Oil, dust, and sweat form greasy patches. Hair hardens and feel sticky. Day 30. Scalp peels with large flakes and intense bacterial odor. Hair becomes dull, stiff, and matted."
W9fYD19PQ88,How many Red Bulls is too many?,504642,12531,23-12-2025,TRUE,"How many Red Bulls is too many? One can. Your brain floods with dopamine. You feel sharp. You feel good. Five cans. Your nervous system hits overdrive. Your hands shake uncontrollably. The drink bubbles inside, making you gag on acid. 20 cans. Arhythmia. Your heart starts skipping beats. Your chest feels like it's being crushed. You can't catch your breath. 50 cans. Total brain chaos. The caffeine shrinks your veins while the sugar turns your blood into thick sludge. Circulation fails. You go into full convulsions. 125 cans. Catastrophic failure. It just vibrates uselessly instead of pumping blood. The engine blows up."
